table,field,id,name,,url,url_converted,final_url,final_url_converted,converted_urls_identical,is_hero,is_hero_norm,caption,http_code,status,credit
Waterway,galleryImages,baffin-bay-waterway,Baffin Bay,,https://commons.wikimedia.org/wiki/Special:FilePath/Baffin%20Basin%20cross%20section.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Baffin%20Basin%20cross%20section.jpg,,,FALSE,FALSE,Scientific context image for the bay/basin,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Diagram / Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,baffin-bay-waterway,Baffin Bay,,https://commons.wikimedia.org/wiki/Special:FilePath/Baffin%20Island%20Northeast%20Coast%201997-08-07.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Baffin%20Island%20Northeast%20Coast%201997-08-07.jpg,,,FALSE,FALSE,Excellent regional coastal view tied to Baffin Bay,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Own work on Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,baffin-bay-waterway,Baffin Bay,,https://upload.wikimedia.org/wikipedia/commons/f/fb/Iceberg_in_victor_bay%2C_arctic_bay.JPG,"https://commons.wikimedia.org/wiki/Special:FilePath/Iceberg%20in%20victor%20bay,%20arctic%20bay.JPG",https://upload.wikimedia.org/wikipedia/commons/f/fb/Iceberg_in_victor_bay%2C_arctic_bay.JPG,"https://commons.wikimedia.org/wiki/Special:FilePath/Iceberg%20in%20victor%20bay,%20arctic%20bay.JPG",TRUE,FALSE,FALSE,Iceberg in Baffin Bay,200,OK,Wikimedia Commons
Waterway,imageUrl,bellot-strait-waterway,Bellot Strait,,"https://commons.wikimedia.org/wiki/Special:FilePath/Bellot%20Strait,%20Nunavut%20-%20Western%20end.jpg",,"https://commons.wikimedia.org/wiki/Special:FilePath/Bellot%20Strait,%20Nunavut%20-%20Western%20end.jpg",,,TRUE,TRUE,"Bellot Strait, Nunavut - Western end",200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Own work on Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,bellot-strait-waterway,Bellot Strait,,https://commons.wikimedia.org/wiki/Special:FilePath/Bellot%20Strait%201%20UXW%200139.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Bellot%20Strait%201%20UXW%200139.jpg,,,FALSE,FALSE,Direct Bellot Strait view,200,VERIFIED_COMMONS_SEARCH,Wikimedia Commons / Own work on Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,bellot-strait-waterway,Bellot Strait,,https://commons.wikimedia.org/wiki/Special:FilePath/Bellot%20Strait%202011%20(AXW%200031).jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Bellot%20Strait%202011%20(AXW%200031).jpg,,,FALSE,FALSE,Additional direct strait image,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Own work on Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,bellot-strait-waterway,Bellot Strait,,https://commons.wikimedia.org/wiki/Special:FilePath/Bellot%20Strait%202011%20(AXW%200211).jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Bellot%20Strait%202011%20(AXW%200211).jpg,,,FALSE,FALSE,Additional direct strait image for variety,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Own work on Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,bellot-strait-waterway,Bellot Strait,,"https://commons.wikimedia.org/wiki/Special:FilePath/Bellot%20Strait,%20Nunavut%20-%20Western%20end.jpg?width=800",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Bellot_Strait%2C_Nunavut_-_Western_end.jpg/960px-Bellot_Strait%2C_Nunavut_-_Western_end.jpg,"https://commons.wikimedia.org/wiki/Special:FilePath/Bellot%20Strait,%20Nunavut%20-%20Western%20end.jpg",,FALSE,FALSE,,200,VERIFIED_COMMONS_FILE_PAGE,
Waterway,imageUrl,chesterfield-inlet-waterway,Chesterfield Inlet,,https://commons.wikimedia.org/wiki/Special:FilePath/Chesterfield%20Inlet%20Mission%20Hospital%201995-06-24.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Chesterfield%20Inlet%20Mission%20Hospital%201995-06-24.jpg,,,TRUE,TRUE,Chesterfield Inlet Mission Hospital 1995-06-24,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Own work on Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,chesterfield-inlet-waterway,Chesterfield Inlet,,https://commons.wikimedia.org/wiki/Special:FilePath/Chesterfield%20Inlet%20Mission%20Hospital%201995-06-24.jpg?width=800,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Chesterfield_Inlet_Mission_Hospital_1995-06-24.jpg/960px-Chesterfield_Inlet_Mission_Hospital_1995-06-24.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Chesterfield%20Inlet%20Mission%20Hospital%201995-06-24.jpg,,FALSE,FALSE,,200,VERIFIED_COMMONS_FILE_PAGE,
Waterway,galleryImages,chesterfield-inlet-waterway,Chesterfield Inlet,,https://commons.wikimedia.org/wiki/Special:FilePath/Islands%20near%20chesterfield%20inlet.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Islands%20near%20chesterfield%20inlet.jpg,,,FALSE,FALSE,Landscape context near the inlet,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Own work on Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,chesterfield-inlet-waterway,Chesterfield Inlet,,"https://commons.wikimedia.org/wiki/Special:FilePath/Unloading%20goods%20at%20Chesterfield%20Inlet%20-%20Hudson%E2%80%99s%20Bay%20Company%20Archives,%20Archives%20of%20Manitoba%20%E2%80%93%20HBCA%201987-363-C-28-8%20.jpg",,"https://commons.wikimedia.org/wiki/Special:FilePath/Unloading%20goods%20at%20Chesterfield%20Inlet%20-%20Hudson%E2%80%99s%20Bay%20Company%20Archives,%20Archives%20of%20Manitoba%20%E2%80%93%20HBCA%201987-363-C-28-8%20.jpg",,,FALSE,FALSE,Historic logistics scene at Chesterfield Inlet,200,REPAIRED_URL_VERIFIED_SEARCH,Wikimedia Commons / Hudson’s Bay Company Archives via Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,chesterfield-inlet-waterway,Chesterfield Inlet,,"https://commons.wikimedia.org/wiki/Special:FilePath/Wreck%20Camp,%20Chesterfield%20Inlet.jpg",,"https://commons.wikimedia.org/wiki/Special:FilePath/Wreck%20Camp,%20Chesterfield%20Inlet.jpg",,,FALSE,FALSE,Historic camp scene tied to the inlet,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Historical archive via Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,imageUrl,cmlhaslql000km2zhocxl8zbv,St. Lawrence River,,https://commons.wikimedia.org/wiki/Special:FilePath/2016-08%20Kayak%20Grandes%20Bergeronnes%20Saint%20Lawrence%20River%2001.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/2016-08%20Kayak%20Grandes%20Bergeronnes%20Saint%20Lawrence%20River%2001.jpg,,,TRUE,TRUE,2016-08 Kayak Grandes Bergeronnes Saint Lawrence River 01,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / own work / CC BY-SA 4.0 on Commons file page
Waterway,galleryImages,cmlhaslql000km2zhocxl8zbv,St. Lawrence River,,https://commons.wikimedia.org/wiki/Special:FilePath/2016-08%20Kayak%20Grandes%20Bergeronnes%20Saint%20Lawrence%20River%2001.jpg?width=800,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/2016-08_Kayak_Grandes_Bergeronnes_Saint_Lawrence_River_01.jpg&width=800,,,FALSE,FALSE,,200,VERIFIED_COMMONS_FILE_PAGE,
Waterway,galleryImages,cmlhaslql000km2zhocxl8zbv,St. Lawrence River,,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Henry%2C%20Kingston%2C%20ON%2C%20Canada.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Henry%2C%20Kingston%2C%20ON%2C%20Canada.jpg,,,FALSE,FALSE,Historic built landscape overlooking the St. Lawrence River,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / own work / Creative Commons license on Commons file page
Waterway,galleryImages,cmlhaslql000km2zhocxl8zbv,St. Lawrence River,,https://commons.wikimedia.org/wiki/Special:FilePath/The%20River%20St.%20Laurence.%20LOC%20gm72003558.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/The%20River%20St.%20Laurence.%20LOC%20gm72003558.jpg,,,FALSE,FALSE,Very high-resolution historic map of the St. Lawrence River,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / Library of Congress historical map / Public domain on Commons file page
Waterway,galleryImages,cmlhaslql000km2zhocxl8zbv,St. Lawrence River,,https://upload.wikimedia.org/wikipedia/commons/8/85/Lighthouse_along_scenic_highway_132%2C_Quebec.jpg,"https://commons.wikimedia.org/wiki/Special:FilePath/Lighthouse%20along%20scenic%20highway%20132,%20Quebec.jpg",https://upload.wikimedia.org/wikipedia/commons/8/85/Lighthouse_along_scenic_highway_132%2C_Quebec.jpg,"https://commons.wikimedia.org/wiki/Special:FilePath/Lighthouse%20along%20scenic%20highway%20132,%20Quebec.jpg",TRUE,FALSE,FALSE,St. Lawrence River — gateway to the heart of Canada,200,OK,Wikimedia Commons
Waterway,imageUrl,cmlhaslqp000mm2zh1z4uc8lw,Mackenzie River,,https://commons.wikimedia.org/wiki/Special:FilePath/Fish%20drying%20racks%20and%20Mackenzie%20River.JPG,,https://commons.wikimedia.org/wiki/Special:FilePath/Fish%20drying%20racks%20and%20Mackenzie%20River.JPG,,,TRUE,TRUE,Fish drying racks and Mackenzie River,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / own work / CC BY-SA 3.0 on Commons file page
Waterway,galleryImages,cmlhaslqp000mm2zh1z4uc8lw,Mackenzie River,,https://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20White%2C%20Camsell%20Bend%2C%20Mackenzie%20River%2C%20Northwest%20Territories%2C%20Canada.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20White%2C%20Camsell%20Bend%2C%20Mackenzie%20River%2C%20Northwest%20Territories%2C%20Canada.jpg,,,FALSE,FALSE,Additional high-resolution river landscape,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / own work / Creative Commons license on Commons file page
Waterway,galleryImages,cmlhaslqp000mm2zh1z4uc8lw,Mackenzie River,,https://commons.wikimedia.org/wiki/Special:FilePath/Fish%20drying%20racks%20and%20Mackenzie%20River.JPG?width=800,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Fish_drying_racks_and_Mackenzie_River.JPG&width=800,,,FALSE,FALSE,,200,VERIFIED_COMMONS_FILE_PAGE,
Waterway,galleryImages,cmlhaslqp000mm2zh1z4uc8lw,Mackenzie River,,https://commons.wikimedia.org/wiki/Special:FilePath/Mackenzie%20River%201825%20map.png,,https://commons.wikimedia.org/wiki/Special:FilePath/Mackenzie%20River%201825%20map.png,,,FALSE,FALSE,Historical map useful for exploration context,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / historical map / Public domain / historical work on Commons file page
Waterway,galleryImages,cmlhaslqp000mm2zh1z4uc8lw,Mackenzie River,,https://commons.wikimedia.org/wiki/Special:FilePath/Mackenzie%20river%20enters%20Beaufort%20sea.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Mackenzie%20river%20enters%20Beaufort%20sea.jpg,,,FALSE,FALSE,Large satellite view of the river delta entering the Beaufort Sea,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / NASA via Wikimedia Commons / Public domain (NASA on Commons file page)
Waterway,galleryImages,cmlhaslqp000mm2zh1z4uc8lw,Mackenzie River,,https://commons.wikimedia.org/wiki/Special:FilePath/MackenzieDelta23.jpg?width=1280,,https://commons.wikimedia.org/wiki/Special:FilePath/MackenzieDelta23.jpg?width=1280,,,FALSE,FALSE,"Mackenzie River delta, Northwest Territories — NASA satellite image",200,REPAIRED_URL_VERIFIED_SEARCH,Wikimedia Commons / NASA
Waterway,imageUrl,cmlhaslqs000om2zh7u6tr7m8,Fraser River,,https://commons.wikimedia.org/wiki/Special:FilePath/FraserRiver.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/FraserRiver.jpg,,,TRUE,TRUE,FraserRiver,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / own work / Creative Commons license on Commons file page
Waterway,galleryImages,cmlhaslqs000om2zh7u6tr7m8,Fraser River,,https://commons.wikimedia.org/wiki/Special:FilePath/Descent%20of%20Fraser%20River%201808.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Descent%20of%20Fraser%20River%201808.jpg,,,FALSE,FALSE,Historical interpretation image for app context,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Historical illustration via Commons / Public domain or free historical file on Commons
Waterway,galleryImages,cmlhaslqs000om2zh7u6tr7m8,Fraser River,,https://commons.wikimedia.org/wiki/Special:FilePath/Fraser%20River%2C%20Chilliwack%2C%20BC%20-%20Salmon%20Run.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Fraser%20River%2C%20Chilliwack%2C%20BC%20-%20Salmon%20Run.jpg,,,FALSE,FALSE,Useful ecological/storytelling image tied to salmon migration,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / own work / Creative Commons license on Commons file page
Waterway,galleryImages,cmlhaslqs000om2zh7u6tr7m8,Fraser River,,https://commons.wikimedia.org/wiki/Special:FilePath/Kanada-British%20Columbia-Fraser%20River.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Kanada-British%20Columbia-Fraser%20River.jpg,,,FALSE,FALSE,Strong general scenic view of the Fraser River,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / own work / Creative Commons license on Commons file page
Waterway,galleryImages,cmlhaslqs000om2zh7u6tr7m8,Fraser River,,https://upload.wikimedia.org/wikipedia/commons/0/09/Hell%27s_Gate%2C_Fraser_Canyon%2C_British_Columbia.JPG,"https://commons.wikimedia.org/wiki/Special:FilePath/Hell's%20Gate,%20Fraser%20Canyon,%20British%20Columbia.JPG",https://upload.wikimedia.org/wikipedia/commons/0/09/Hell%27s_Gate%2C_Fraser_Canyon%2C_British_Columbia.JPG,"https://commons.wikimedia.org/wiki/Special:FilePath/Hell's%20Gate,%20Fraser%20Canyon,%20British%20Columbia.JPG",TRUE,FALSE,FALSE,"Fraser River Canyon, British Columbia",200,VERIFIED_COMMONS_FILE_PAGE,Wikimedia Commons
Waterway,imageUrl,cmlhaslqu000qm2zh7ssejohe,Ottawa River,,https://commons.wikimedia.org/wiki/Special:FilePath/Ottawa%20river%20from%20Parliament%20Hill.JPG,,https://commons.wikimedia.org/wiki/Special:FilePath/Ottawa%20river%20from%20Parliament%20Hill.JPG,,,TRUE,TRUE,Ottawa river from Parliament Hill,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / own work / Creative Commons license on Commons file page
Waterway,galleryImages,cmlhaslqu000qm2zh7ssejohe,Ottawa River,,https://commons.wikimedia.org/wiki/Special:FilePath/Ottawa%20River%20%2815103419783%29.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Ottawa%20River%20%2815103419783%29.jpg,,,FALSE,FALSE,High-resolution river landscape,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / Flickr-to-Commons / Creative Commons license on Commons file page
Waterway,galleryImages,cmlhaslqu000qm2zh7ssejohe,Ottawa River,,https://commons.wikimedia.org/wiki/Special:FilePath/Ottawa%20river%20from%20Parliament%20Hill.JPG?width=800,,https://commons.wikimedia.org/wiki/Special:FilePath/Ottawa%20river%20from%20Parliament%20Hill.JPG?width=800,,,FALSE,FALSE,,200,VERIFIED_COMMONS_FILE_PAGE,
Waterway,galleryImages,cmlhaslqu000qm2zh7ssejohe,Ottawa River,,https://commons.wikimedia.org/wiki/Special:FilePath/Parliament_Ottawa_River.jpg?width=1280,,https://commons.wikimedia.org/wiki/Special:FilePath/Parliament_Ottawa_River.jpg?width=1280,,,FALSE,FALSE,"Ottawa River with Parliament Hill, Ontario",200,REPAIRED_URL_VERIFIED_SEARCH,Wikimedia Commons
Waterway,galleryImages,cmlhaslqu000qm2zh7ssejohe,Ottawa River,,https://commons.wikimedia.org/wiki/Special:FilePath/Ottawarivermap.png,,https://commons.wikimedia.org/wiki/Special:FilePath/Ottawarivermap.png,,,FALSE,FALSE,Useful watershed / course context map,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / map graphic / Open license on Commons file page
Waterway,imageUrl,cmlhaslqy000sm2zhxfks60fd,Saskatchewan River,,https://commons.wikimedia.org/wiki/Special:FilePath/2009-0520-ThePas-bridge.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/2009-0520-ThePas-bridge.jpg,,,TRUE,TRUE,2009-0520-ThePas-bridge,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / own work / Creative Commons license on Commons file page
Waterway,galleryImages,cmlhaslqy000sm2zhxfks60fd,Saskatchewan River,,https://commons.wikimedia.org/wiki/Special:FilePath/2009-0519-CDNtrip-005-GrandRapidsMB.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/2009-0519-CDNtrip-005-GrandRapidsMB.jpg,,,FALSE,FALSE,River scene from the Saskatchewan River system near Grand Rapids,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / own work / Creative Commons license on Commons file page
Waterway,galleryImages,cmlhaslqy000sm2zhxfks60fd,Saskatchewan River,,https://commons.wikimedia.org/wiki/Special:FilePath/2009-0520-ThePas-bridge.jpg?width=800,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/2009-0520-ThePas-bridge.jpg&width=800,,,FALSE,FALSE,,200,VERIFIED_COMMONS_FILE_PAGE,
Waterway,galleryImages,cmlhaslqy000sm2zhxfks60fd,Saskatchewan River,,https://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20Some%20of%20the%20Principal%20Lakes%2C%20River%E2%80%99s%20Leading%20from%20YF%20to%20Basquiaw%20%28Samuel%20Hearne%201776%29.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20Some%20of%20the%20Principal%20Lakes%2C%20River%E2%80%99s%20Leading%20from%20YF%20to%20Basquiaw%20%28Samuel%20Hearne%201776%29.jpg,,,FALSE,FALSE,Historic cartographic context for the Saskatchewan River corridor,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Wikimedia Commons / historical map / Public domain / historical work on Commons file page
Waterway,imageUrl,cmlhaslr1000um2zh1ohr52f9,Churchill River (Saskatchewan),,https://commons.wikimedia.org/wiki/Special:FilePath/Frog%20Portage%20into%20the%20Churchill%20River.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Frog%20Portage%20into%20the%20Churchill%20River.jpg,,,TRUE,TRUE,Frog Portage into the Churchill River,200,VERIFIED_COMMONS_SEARCH,Wikimedia Commons / Own work on Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,cmlhaslr1000um2zh1ohr52f9,Churchill River (Saskatchewan),,https://commons.wikimedia.org/wiki/Special:FilePath/Frog%20Portage%20into%20the%20Churchill%20River.jpg?width=800,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Frog_Portage_into_the_Churchill_River.jpg/960px-Frog_Portage_into_the_Churchill_River.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Frog%20Portage%20into%20the%20Churchill%20River.jpg,,FALSE,FALSE,,200,VERIFIED_COMMONS_OPEN,
Waterway,galleryImages,cmlhaslr1000um2zh1ohr52f9,Churchill River (Saskatchewan),,"https://commons.wikimedia.org/wiki/Special:FilePath/Moody%20spreading%20Draft%20Tube,%20Churchill%20River,Saskatchewan,%20Canada.jpg",,"https://commons.wikimedia.org/wiki/Special:FilePath/Moody%20spreading%20Draft%20Tube,%20Churchill%20River,Saskatchewan,%20Canada.jpg",,,FALSE,FALSE,Hydro-industrial context on the Churchill River,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Documentary photo via Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,cmlhaslr1000um2zh1ohr52f9,Churchill River (Saskatchewan),,https://commons.wikimedia.org/wiki/Special:FilePath/Otter%20rapids.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Otter%20rapids.jpg,,,FALSE,FALSE,Rapids image from the Churchill River system,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Own work on Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,cmlhaslr1000um2zh1ohr52f9,Churchill River (Saskatchewan),,"https://commons.wikimedia.org/wiki/Special:FilePath/Packing%20on%20Frog%20Portage,%20Churchill%20River,%20Sask.%201924.png",,"https://commons.wikimedia.org/wiki/Special:FilePath/Packing%20on%20Frog%20Portage,%20Churchill%20River,%20Sask.%201924.png",,,FALSE,FALSE,Historic travel and transport image,200,VERIFIED_COMMONS_PAGE,Wikimedia Commons / Historical archive via Commons / Wikimedia Commons (free-license or public-domain file; see file page)
Waterway,galleryImages,cmlhaslr1000um2zh1ohr52f9,Churchill River (Saskatchewan),,https://upload.wikimedia.org/wikipedia/commons/3/3a/Prince_of_Wales_Fort_-_Churchill%2C_Manitoba_%2827426571848%29.jpg,"https://commons.wikimedia.org/wiki/Special:FilePath/Prince%20of%20Wales%20Fort%20-%20Churchill,%20Manitoba%20(27426571848).jpg",https://upload.wikimedia.org/wikipedia/commons/3/3a/Prince_of_Wales_Fort_-_Churchill%2C_Manitoba_%2827426571848%29.jpg,"https://commons.wikimedia.org/wiki/Special:FilePath/Prince%20of%20Wales%20Fort%20-%20Churchill,%20Manitoba%20(27426571848).jpg",TRUE,FALSE,FALSE,"Prince of Wales Fort at the mouth of the Churchill River, Manitoba",200,VERIFIED_COMMONS_FILE_PAGE,Wikimedia Commons
Waterway,imageUrl,cmlhaslr7000wm2zhi88te1r4,Columbia River,,https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Begbie%20and%20the%20Columbia%20River%20from%20Monashee%20Lookout.jpg,,https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Begbie%20and%20the%20Columbia%20River%20from%20Monashee%20Lookout.jpg,,,TRUE,TRUE,Mount Begbie and the Columbia River from Monashee Lookout,200,VERIFIED_COMMONS_SEARCH,Wikimedia Commons / Own work on Commons / Wikimedia Commons (free-license or public-domain file; see file page)
